CardId,Name,EnergyType,ImageUrl,HP,Ability,AbilityDescription,Regulation,Expansion
44279,コジョフー,闘,/assets/images/card_images/large/SV4K/044279_P_KOJIXYOFU.jpg,60,,,,SV4K
44280,コジョンド,闘,/assets/images/card_images/large/SV4K/044280_P_KOJIXYONDO.jpg,100,,,,SV4K
44281,タタッコ,闘,/assets/images/card_images/large/SV4K/044281_P_TATAKKO.jpg,70,,,,SV4K
44282,オトスパス,闘,/assets/images/card_images/large/SV4K/044282_P_OTOSUPASU.jpg,120,,,,SV4K
44283,コジオ,闘,/assets/images/card_images/large/SV4K/044283_P_KOJIO.jpg,60,,,,SV4K
44284,コジオ,闘,/assets/images/card_images/large/SV4K/044284_P_KOJIO.jpg,70,,,,SV4K
44285,ジオヅム,闘,/assets/images/card_images/large/SV4K/044285_P_JIODUMU.jpg,100,,,,SV4K
44286,キョジオーン,闘,/assets/images/card_images/large/SV4K/044286_P_KIXYOJION.jpg,160,エナジーがんえん,自分の番に1回使える。自分のトラッシュから「基本エネルギー」を1枚選び、自分のポケモンにつける。その後、つけたポケモンのHPを「30」回復する。,,SV4K
44287,チヲハウハネ,闘,/assets/images/card_images/large/SV4K/044287_P_CHIWOHAUHANE.jpg,140,,,,SV4K
44288,スナノケガワex,闘,/assets/images/card_images/large/SV4K/044288_P_SUNANOKEGAWAEX.jpg,220,じりょくきゅうしゅう,相手のサイドの残り枚数が4枚以下なら、自分の番に1回使える。自分のトラッシュから「基本エネルギー」を1枚選び、このポケモンにつける。,,SV4K
44289,ディンルー,闘,/assets/images/card_images/large/SV4K/044289_P_DEINRU.jpg,140,,,,SV4K
44290,ズバット,悪,/assets/images/card_images/large/SV4K/044290_P_ZUBATTO.jpg,50,,,,SV4K
44291,ゴルバット,悪,/assets/images/card_images/large/SV4K/044291_P_GORUBATTO.jpg,80,,,,SV4K
44292,クロバット,悪,/assets/images/card_images/large/SV4K/044292_P_KUROBATTO.jpg,130,,,,SV4K
44293,チョロネコ,悪,/assets/images/card_images/large/SV4K/044293_P_CHIXYORONEKO.jpg,60,,,,SV4K
44294,レパルダス,悪,/assets/images/card_images/large/SV4K/044294_P_REPARUDASU.jpg,100,,,,SV4K
44295,ヤブクロン,悪,/assets/images/card_images/large/SV4K/044295_P_YABUKURON.jpg,70,,,,SV4K
44296,ダストダス,悪,/assets/images/card_images/large/SV4K/044296_P_DASUTODASU.jpg,120,,,,SV4K
44297,モルペコ,悪,/assets/images/card_images/large/SV4K/044297_P_MORUPEKO.jpg,70,はらへりダッシュ,このポケモンにエネルギーがついていないなら、このポケモンのにげるためのエネルギーは、すべてなくなる。,,SV4K
44298,エクスレッグ,悪,/assets/images/card_images/large/SV4K/044298_P_EKUSUREGGU.jpg,120,,,,SV4K
44299,アラブルタケ,悪,/assets/images/card_images/large/SV4K/044299_P_ARABURUTAKE.jpg,120,もうどくふんじん,このポケモンに「ブーストエナジー 古代」がついているなら、自分の番に1回使える。おたがいのバトルポケモンを、それぞれどくにする。,,SV4K
44300,トドロクツキex,悪,/assets/images/card_images/large/SV4K/044300_P_TODOROKUTSUKIEX.jpg,230,,,,SV4K
44301,ゴニョニョ,無,/assets/images/card_images/large/SV4K/044301_P_GONIXYONIXYO.jpg,70,,,,SV4K
44302,ドゴーム,無,/assets/images/card_images/large/SV4K/044302_P_DOGOMU.jpg,100,,,,SV4K
44303,バクオング,無,/assets/images/card_images/large/SV4K/044303_P_BAKUONGU.jpg,160,,,,SV4K
44304,パッチール,無,/assets/images/card_images/large/SV4K/044304_P_PATCHIRU.jpg,80,ちどりあし,このポケモンがこんらんなら、このポケモンがワザのダメージを受けるとき、自分はコインを1回投げる。オモテなら、このポケモンはそのダメージを受けない。,,SV4K
44420,イワパレス,草,/assets/images/card_images/large/SV4K/044420_P_IWAPARESU.jpg,130,,,,SV4K
44421,ブビィ,炎,/assets/images/card_images/large/SV4K/044421_P_BUBII.jpg,30,,,,SV4K
44422,コソクムシ,水,/assets/images/card_images/large/SV4K/044422_P_KOSOKUMUSHI.jpg,70,,,,SV4K
44423,ミガルーサ,水,/assets/images/card_images/large/SV4K/044423_P_MIGARUSA.jpg,120,みをきるおもい,このポケモンが、バトル場で相手のポケモンからワザのダメージを受けてきぜつしたとき、このポケモンについているエネルギーを2枚まで選び、ベンチポケモン1匹につけ替える。,,SV4K
44424,サケブシッポ,超,/assets/images/card_images/large/SV4K/044424_P_SAKEBUSHIPPO.jpg,90,,,,SV4K
44425,コジョンド,闘,/assets/images/card_images/large/SV4K/044425_P_KOJIXYONDO.jpg,100,,,,SV4K
44426,キョジオーン,闘,/assets/images/card_images/large/SV4K/044426_P_KIXYOJION.jpg,160,エナジーがんえん,自分の番に1回使える。自分のトラッシュから「基本エネルギー」を1枚選び、自分のポケモンにつける。その後、つけたポケモンのHPを「30」回復する。,,SV4K
44427,チヲハウハネ,闘,/assets/images/card_images/large/SV4K/044427_P_CHIWOHAUHANE.jpg,140,,,,SV4K
44428,ダストダス,悪,/assets/images/card_images/large/SV4K/044428_P_DASUTODASU.jpg,120,,,,SV4K
44429,モルペコ,悪,/assets/images/card_images/large/SV4K/044429_P_MORUPEKO.jpg,70,はらへりダッシュ,このポケモンにエネルギーがついていないなら、このポケモンのにげるためのエネルギーは、すべてなくなる。,,SV4K
44430,アラブルタケ,悪,/assets/images/card_images/large/SV4K/044430_P_ARABURUTAKE.jpg,120,もうどくふんじん,このポケモンに「ブーストエナジー 古代」がついているなら、自分の番に1回使える。おたがいのバトルポケモンを、それぞれどくにする。,,SV4K
44431,ドゴーム,無,/assets/images/card_images/large/SV4K/044431_P_DOGOMU.jpg,100,,,,SV4K
44432,グレンアルマex,炎,/assets/images/card_images/large/SV4K/044432_P_GURENARUMAEX.jpg,260,グレンアーマー,このポケモンのHPがまんたんの状態なら、このポケモンが相手のポケモンから受けるワザのダメージは「-80」される。,,SV4K
44433,アマージョex,水,/assets/images/card_images/large/SV4K/044433_P_AMAJIXYOEX.jpg,310,,,,SV4K
44434,グソクムシャex,水,/assets/images/card_images/large/SV4K/044434_P_GUSOKUMUSHIXYAEX.jpg,270,,,,SV4K
44435,デスカーンex,超,/assets/images/card_images/large/SV4K/044435_P_DESUKANEX.jpg,260,こがねのひつぎ,このポケモンが、相手のポケモンからワザのダメージを受けてきぜつしたとき、自分の山札から好きなカードを1枚選び、手札に加える。そして山札を切る。,,SV4K
44436,スナノケガワex,闘,/assets/images/card_images/large/SV4K/044436_P_SUNANOKEGAWAEX.jpg,220,じりょくきゅうしゅう,相手のサイドの残り枚数が4枚以下なら、自分の番に1回使える。自分のトラッシュから「基本エネルギー」を1枚選び、このポケモンにつける。,,SV4K
44437,トドロクツキex,悪,/assets/images/card_images/large/SV4K/044437_P_TODOROKUTSUKIEX.jpg,230,,,,SV4K
44441,グソクムシャex,水,/assets/images/card_images/large/SV4K/044441_P_GUSOKUMUSHIXYAEX.jpg,270,,,,SV4K
44442,スナノケガワex,闘,/assets/images/card_images/large/SV4K/044442_P_SUNANOKEGAWAEX.jpg,220,じりょくきゅうしゅう,相手のサイドの残り枚数が4枚以下なら、自分の番に1回使える。自分のトラッシュから「基本エネルギー」を1枚選び、このポケモンにつける。,,SV4K
44443,トドロクツキex,悪,/assets/images/card_images/large/SV4K/044443_P_TODOROKUTSUKIEX.jpg,230,,,,SV4K
44969,トドロクツキex,悪,/assets/images/card_images/large/SV4K/044969_P_TODOROKUTSUKIEX.jpg,230,,,,SV4K
44305,カビゴンドール,,/assets/images/card_images/large/SV4K/044305_T_KABIGONDORU.jpg,120,,,,SV4K
44313,アメタマ,草,/assets/images/card_images/large/SV4M/044313_P_AMETAMA.jpg,50,,,,SV4M
44314,アメモース,草,/assets/images/card_images/large/SV4M/044314_P_AMEMOSU.jpg,100,,,,SV4M
44315,サッチムシ,草,/assets/images/card_images/large/SV4M/044315_P_SATCHIMUSHI.jpg,50,,,,SV4M
44316,レドームシ,草,/assets/images/card_images/large/SV4M/044316_P_REDOMUSHI.jpg,80,,,,SV4M
44317,イオルブ,草,/assets/images/card_images/large/SV4M/044317_P_IORUBU.jpg,130,,,,SV4M
44318,ノノクラゲ,草,/assets/images/card_images/large/SV4M/044318_P_NONOKURAGE.jpg,50,,,,SV4M
44319,ノノクラゲ,草,/assets/images/card_images/large/SV4M/044319_P_NONOKURAGE.jpg,60,,,,SV4M
44320,リククラゲ,草,/assets/images/card_images/large/SV4M/044320_P_RIKUKURAGE.jpg,120,ねんきんコロニー,このポケモンがいるかぎり、相手のトラッシュにあるカードは、相手の特性またはトレーナーズの効果で、手札に加えられない。,,SV4M
44321,チオンジェン,草,/assets/images/card_images/large/SV4M/044321_P_CHIONJIEN.jpg,130,,,,SV4M
44322,バオップ,炎,/assets/images/card_images/large/SV4M/044322_P_BAOPPU.jpg,70,,,,SV4M
44323,バオッキー,炎,/assets/images/card_images/large/SV4M/044323_P_BAOKKI.jpg,100,モンキートリオ,自分の場に「ヤナッキー」「バオッキー」「ヒヤッキー」がいるなら、このポケモンがワザを使うためのエネルギーは、すべてなくなる。,,SV4M
44324,テツノドクガ,炎,/assets/images/card_images/large/SV4M/044324_P_TETSUNODOKUGA.jpg,130,サーマルリアクター,自分の番に、このポケモンがベンチからバトル場に出たとき、1回使える。自分の場のポケモンについているエネルギーを好きなだけ選び、このポケモンにつけ替える。,,SV4M
44325,ヒンバス,水,/assets/images/card_images/large/SV4M/044325_P_HINBASU.jpg,30,,,,SV4M
44326,ミロカロス,水,/assets/images/card_images/large/SV4M/044326_P_MIROKAROSU.jpg,120,たすけぶね,自分の番に、このカードを手札から出して進化させたとき、1回使える。おたがいのプレイヤーは、それぞれ自分のトラッシュからたねポケモンを1枚選び、自分のベンチに出す。（ベンチに出すのは相手から行う。）,,SV4M
44327,ヒヤップ,水,/assets/images/card_images/large/SV4M/044327_P_HIYAPPU.jpg,70,,,,SV4M
44328,ヒヤッキー,水,/assets/images/card_images/large/SV4M/044328_P_HIYAKKI.jpg,100,モンキートリオ,自分の場に「ヤナッキー」「バオッキー」「ヒヤッキー」がいるなら、このポケモンがワザを使うためのエネルギーは、すべてなくなる。,,SV4M
44329,バニプッチ,水,/assets/images/card_images/large/SV4M/044329_P_BANIPUTCHI.jpg,60,,,,SV4M
44330,バニリッチ,水,/assets/images/card_images/large/SV4M/044330_P_BANIRITCHI.jpg,90,,,,SV4M
44331,バイバニラ,水,/assets/images/card_images/large/SV4M/044331_P_BAIBANIRA.jpg,150,ごっかんルーム,このポケモンがいるかぎり、残りHPが「40」以下の相手のポケモンは、ワザが使えない。,,SV4M
44332,テツノツツミ,水,/assets/images/card_images/large/SV4M/044332_P_TETSUNOTSUTSUMI.jpg,100,ハイパーブロアー,このポケモンがベンチにいるなら、自分の番に1回使える。相手のバトルポケモンをベンチポケモンと入れ替える（バトル場に出すポケモンは相手が選ぶ）。その後、このポケモンと、ついているすべてのカードを、トラッシュする。,,SV4M
44333,パオジアン,水,/assets/images/card_images/large/SV4M/044333_P_PAOJIAN.jpg,120,,,,SV4M
44334,エレキッド,雷,/assets/images/card_images/large/SV4M/044334_P_EREKIDDO.jpg,30,,,,SV4M
44335,シママ,雷,/assets/images/card_images/large/SV4M/044335_P_SHIMAMA.jpg,60,,,,SV4M
44336,ゼブライカ,雷,/assets/images/card_images/large/SV4M/044336_P_ZEBURAIKA.jpg,120,,,,SV4M
44337,オドリドリ,雷,/assets/images/card_images/large/SV4M/044337_P_ODORIDORI.jpg,90,,,,SV4M
44338,エレズン,雷,/assets/images/card_images/large/SV4M/044338_P_EREZUN.jpg,70,,,,SV4M
44339,テツノカイナex,雷,/assets/images/card_images/large/SV4M/044339_P_TETSUNOKAINAEX.jpg,230,,,,SV4M
44340,チリーン,超,/assets/images/card_images/large/SV4M/044340_P_CHIRIN.jpg,70,,,,SV4M
44341,バケッチャ,超,/assets/images/card_images/large/SV4M/044341_P_BAKETCHIXYA.jpg,60,,,,SV4M
44342,パンプジン,超,/assets/images/card_images/large/SV4M/044342_P_PANPUJIN.jpg,110,どっきりパンプキン,このポケモンが、相手のポケモンからワザのダメージを受けてきぜつしたとき、相手の手札からオモテを見ないで2枚選び、トラッシュする。,,SV4M
44343,ヒラヒナ,超,/assets/images/card_images/large/SV4M/044343_P_HIRAHINA.jpg,40,,,,SV4M
44344,ヒラヒナ,超,/assets/images/card_images/large/SV4M/044344_P_HIRAHINA.jpg,50,,,,SV4M
44345,クエスパトラ,超,/assets/images/card_images/large/SV4M/044345_P_KUESUPATORA.jpg,120,みきわめ,自分の番に、このカードを手札から出して進化させたとき、1回使える。次の相手の番の終わりまで、このポケモンは、相手のポケモンからワザのダメージや効果を受けない。,,SV4M
44346,カヌチャン,超,/assets/images/card_images/large/SV4M/044346_P_KANUCHIXYAN.jpg,60,,,,SV4M
44347,カヌチャン,超,/assets/images/card_images/large/SV4M/044347_P_KANUCHIXYAN.jpg,70,,,,SV4M
44348,ナカヌチャン,超,/assets/images/card_images/large/SV4M/044348_P_NAKANUCHIXYAN.jpg,80,,,,SV4M
44349,デカヌチャン,超,/assets/images/card_images/large/SV4M/044349_P_DEKANUCHIXYAN.jpg,130,,,,SV4M
44350,テツノブジンex,超,/assets/images/card_images/large/SV4M/044350_P_TETSUNOBUJINEX.jpg,220,タキオンビット,自分の番に、このポケモンがベンチからバトル場に出たとき、1回使える。相手のポケモン1匹に、ダメカンを2個のせる。,,SV4M
44351,イワーク,闘,/assets/images/card_images/large/SV4M/044351_P_IWAKU.jpg,120,,,,SV4M
44352,ストリンダーex,闘,/assets/images/card_images/large/SV4M/044352_P_SUTORINDAEX.jpg,260,,,,SV4M
44353,ハガネール,鋼,/assets/images/card_images/large/SV4M/044353_P_HAGANERU.jpg,180,,,,SV4M
44354,アイアント,鋼,/assets/images/card_images/large/SV4M/044354_P_AIANTO.jpg,70,,,,SV4M
44355,ヒトツキ,鋼,/assets/images/card_images/large/SV4M/044355_P_HITOTSUKI.jpg,60,,,,SV4M
44356,ニダンギル,鋼,/assets/images/card_images/large/SV4M/044356_P_NIDANGIRU.jpg,90,,,,SV4M
44357,ギルガルドex,鋼,/assets/images/card_images/large/SV4M/044357_P_GIRUGARUDOEX.jpg,330,,,,SV4M
44358,チルタリスex,竜,/assets/images/card_images/large/SV4M/044358_P_CHIRUTARISUEX.jpg,260,ハミングヒール,自分の番に1回使える。自分のポケモン全員のHPを、それぞれ「20」回復する。,,SV4M
44359,シャリタツ,竜,/assets/images/card_images/large/SV4M/044359_P_SHIXYARITATSU.jpg,70,,,,SV4M
44360,ポリゴン,無,/assets/images/card_images/large/SV4M/044360_P_PORIGON.jpg,60,,,,SV4M
44361,ポリゴン2,無,/assets/images/card_images/large/SV4M/044361_P_PORIGON2.jpg,90,,,,SV4M
44362,ポリゴンZ,無,/assets/images/card_images/large/SV4M/044362_P_PORIGONZ.jpg,150,バグターボ,自分の番に1回使える。コインを1回投げオモテなら、自分のトラッシュから基本エネルギーを4枚まで選び、このポケモンにつける。ウラなら、このポケモンについているエネルギーを1個選び、トラッシュする。,,SV4M
44363,エイパム,無,/assets/images/card_images/large/SV4M/044363_P_EIPAMU.jpg,60,,,,SV4M
44364,エテボース,無,/assets/images/card_images/large/SV4M/044364_P_ETEBOSU.jpg,100,,,,SV4M
44365,ミルタンク,無,/assets/images/card_images/large/SV4M/044365_P_MIRUTANKU.jpg,120,,,,SV4M
44366,チルット,無,/assets/images/card_images/large/SV4M/044366_P_CHIRUTTO.jpg,50,,,,SV4M
44367,ワッカネズミ,無,/assets/images/card_images/large/SV4M/044367_P_WAKKANEZUMI.jpg,30,,,,SV4M
44368,ワッカネズミ,無,/assets/images/card_images/large/SV4M/044368_P_WAKKANEZUMI.jpg,40,,,,SV4M
44369,イッカネズミex,無,/assets/images/card_images/large/SV4M/044369_P_IKKANEZUMIEX.jpg,230,いっちだんけつ,このポケモンが、バトル場で相手のポケモンからワザのダメージを受けたとき、自分の場の「ワッカネズミ」と「イッカネズミ（『ポケモンex』をふくむ）」の数×3個ぶんのダメカンを、ワザを使ったポケモンにのせる。,,SV4M
44370,テツノコウベ,無,/assets/images/card_images/large/SV4M/044370_P_TETSUNOKOUBE.jpg,130,,,,SV4M
44446,レドームシ,草,/assets/images/card_images/large/SV4M/044446_P_REDOMUSHI.jpg,80,,,,SV4M
44447,リククラゲ,草,/assets/images/card_images/large/SV4M/044447_P_RIKUKURAGE.jpg,120,ねんきんコロニー,このポケモンがいるかぎり、相手のトラッシュにあるカードは、相手の特性またはトレーナーズの効果で、手札に加えられない。,,SV4M
44448,テツノドクガ,炎,/assets/images/card_images/large/SV4M/044448_P_TETSUNODOKUGA.jpg,130,サーマルリアクター,自分の番に、このポケモンがベンチからバトル場に出たとき、1回使える。自分の場のポケモンについているエネルギーを好きなだけ選び、このポケモンにつけ替える。,,SV4M
44449,バニリッチ,水,/assets/images/card_images/large/SV4M/044449_P_BANIRITCHI.jpg,90,,,,SV4M
44450,テツノツツミ,水,/assets/images/card_images/large/SV4M/044450_P_TETSUNOTSUTSUMI.jpg,100,ハイパーブロアー,このポケモンがベンチにいるなら、自分の番に1回使える。相手のバトルポケモンをベンチポケモンと入れ替える（バトル場に出すポケモンは相手が選ぶ）。その後、このポケモンと、ついているすべてのカードを、トラッシュする。,,SV4M
44451,シママ,雷,/assets/images/card_images/large/SV4M/044451_P_SHIMAMA.jpg,60,,,,SV4M
44452,クエスパトラ,超,/assets/images/card_images/large/SV4M/044452_P_KUESUPATORA.jpg,120,みきわめ,自分の番に、このカードを手札から出して進化させたとき、1回使える。次の相手の番の終わりまで、このポケモンは、相手のポケモンからワザのダメージや効果を受けない。,,SV4M
44453,ハガネール,鋼,/assets/images/card_images/large/SV4M/044453_P_HAGANERU.jpg,180,,,,SV4M
44454,エイパム,無,/assets/images/card_images/large/SV4M/044454_P_EIPAMU.jpg,60,,,,SV4M
44455,チルット,無,/assets/images/card_images/large/SV4M/044455_P_CHIRUTTO.jpg,50,,,,SV4M
44456,ポリゴンZ,無,/assets/images/card_images/large/SV4M/044456_P_PORIGONZ.jpg,150,バグターボ,自分の番に1回使える。コインを1回投げオモテなら、自分のトラッシュから基本エネルギーを4枚まで選び、このポケモンにつける。ウラなら、このポケモンについているエネルギーを1個選び、トラッシュする。,,SV4M
44457,テツノコウベ,無,/assets/images/card_images/large/SV4M/044457_P_TETSUNOKOUBE.jpg,130,,,,SV4M
44458,テツノカイナex,雷,/assets/images/card_images/large/SV4M/044458_P_TETSUNOKAINAEX.jpg,230,,,,SV4M
44459,テツノブジンex,超,/assets/images/card_images/large/SV4M/044459_P_TETSUNOBUJINEX.jpg,220,タキオンビット,自分の番に、このポケモンがベンチからバトル場に出たとき、1回使える。相手のポケモン1匹に、ダメカンを2個のせる。,,SV4M
44460,ストリンダーex,闘,/assets/images/card_images/large/SV4M/044460_P_SUTORINDAEX.jpg,260,,,,SV4M
44461,ギルガルドex,鋼,/assets/images/card_images/large/SV4M/044461_P_GIRUGARUDOEX.jpg,330,,,,SV4M
44462,チルタリスex,竜,/assets/images/card_images/large/SV4M/044462_P_CHIRUTARISUEX.jpg,260,ハミングヒール,自分の番に1回使える。自分のポケモン全員のHPを、それぞれ「20」回復する。,,SV4M
44463,イッカネズミex,無,/assets/images/card_images/large/SV4M/044463_P_IKKANEZUMIEX.jpg,230,いっちだんけつ,このポケモンが、バトル場で相手のポケモンからワザのダメージを受けたとき、自分の場の「ワッカネズミ」と「イッカネズミ（『ポケモンex』をふくむ）」の数×3個ぶんのダメカンを、ワザを使ったポケモンにのせる。,,SV4M
44467,テツノカイナex,雷,/assets/images/card_images/large/SV4M/044467_P_TETSUNOKAINAEX.jpg,230,,,,SV4M
44468,テツノブジンex,超,/assets/images/card_images/large/SV4M/044468_P_TETSUNOBUJINEX.jpg,220,タキオンビット,自分の番に、このポケモンがベンチからバトル場に出たとき、1回使える。相手のポケモン1匹に、ダメカンを2個のせる。,,SV4M
44469,チルタリスex,竜,/assets/images/card_images/large/SV4M/044469_P_CHIRUTARISUEX.jpg,260,ハミングヒール,自分の番に1回使える。自分のポケモン全員のHPを、それぞれ「20」回復する。,,SV4M
44972,テツノブジンex,超,/assets/images/card_images/large/SV4M/044972_P_TETSUNOBUJINEX.jpg,220,タキオンビット,自分の番に、このポケモンがベンチからバトル場に出たとき、1回使える。相手のポケモン1匹に、ダメカンを2個のせる。,,SV4M
44073,ユキメノコex,草,/assets/images/card_images/large/SV3a/044073_P_YUKIMENOKOEX.jpg,250,きょうかすいげつ,このポケモンが、バトル場できぜつしたとき、自分はコインを1回投げる。オモテなら、とられるサイドは1枚少なくなる。,,SV3a
44074,ラプラス,水,/assets/images/card_images/large/SV3a/044074_P_RAPURASU.jpg,110,,,,SV3a
44075,テッポウオ,水,/assets/images/card_images/large/SV3a/044075_P_TEPPOUO.jpg,70,,,,SV3a
44076,オクタン,水,/assets/images/card_images/large/SV3a/044076_P_OKUTAN.jpg,110,きゅうばんドロー,自分の番に、このカードを手札から出して進化させたとき、1回使える。自分の山札を3枚引く。,,SV3a
44077,ユキワラシ,水,/assets/images/card_images/large/SV3a/044077_P_YUKIWARASHI.jpg,60,,,,SV3a
44078,ガブリアスex,水,/assets/images/card_images/large/SV3a/044078_P_GABURIASUEX.jpg,320,,,,SV3a
44079,タマンタ,水,/assets/images/card_images/large/SV3a/044079_P_TAMANTA.jpg,30,,,,SV3a
44080,パルキア,水,/assets/images/card_images/large/SV3a/044080_P_PARUKIA.jpg,130,,,,SV3a
44081,コソクムシ,水,/assets/images/card_images/large/SV3a/044081_P_KOSOKUMUSHI.jpg,70,,,,SV3a
44082,グソクムシャ,水,/assets/images/card_images/large/SV3a/044082_P_GUSOKUMUSHIXYA.jpg,140,,,,SV3a
44083,ヘイラッシャ,水,/assets/images/card_images/large/SV3a/044083_P_HEIRASSHIXYA.jpg,160,,,,SV3a
44084,チョンチー,雷,/assets/images/card_images/large/SV3a/044084_P_CHIXYONCHI.jpg,60,,,,SV3a
44085,ランターン,雷,/assets/images/card_images/large/SV3a/044085_P_RANTAN.jpg,120,,,,SV3a
44086,プラスル,雷,/assets/images/card_images/large/SV3a/044086_P_PURASURU.jpg,70,,,,SV3a
44087,マイナン,雷,/assets/images/card_images/large/SV3a/044087_P_MAINAN.jpg,70,バディパルス,自分の場に「プラスル」がいるなら、はたらく。このポケモンがいるかぎり、相手は手札からエネルギーをポケモンにつけるたび、そのポケモンにダメカンを2個のせる。この効果は、この特性を持つポケモンが何匹いても、重ならない。,,SV3a
44088,バチュル,雷,/assets/images/card_images/large/SV3a/044088_P_BACHIXYURU.jpg,40,,,,SV3a
44089,デンチュラ,雷,/assets/images/card_images/large/SV3a/044089_P_DENCHIXYURA.jpg,100,,,,SV3a
44090,ゼクロム,雷,/assets/images/card_images/large/SV3a/044090_P_ZEKUROMU.jpg,130,,,,SV3a
44091,カプ・コケコex,雷,/assets/images/card_images/large/SV3a/044091_P_KAPUKOKEKOEX.jpg,210,,,,SV3a
44092,コレクレー,超,/assets/images/card_images/large/SV3a/044092_P_KOREKURE.jpg,50,,,,SV3a
44093,コレクレー,超,/assets/images/card_images/large/SV3a/044093_P_KOREKURE.jpg,70,,,,SV3a
44094,グライガー,闘,/assets/images/card_images/large/SV3a/044094_P_GURAIGA.jpg,70,,,,SV3a
44095,グライオン,闘,/assets/images/card_images/large/SV3a/044095_P_GURAION.jpg,120,,,,SV3a
44096,ゴマゾウ,闘,/assets/images/card_images/large/SV3a/044096_P_GOMAZOU.jpg,80,,,,SV3a
44097,ドンファン,闘,/assets/images/card_images/large/SV3a/044097_P_DONFUAN.jpg,150,,,,SV3a
44098,グラードン,闘,/assets/images/card_images/large/SV3a/044098_P_GURADON.jpg,130,,,,SV3a
44099,フカマル,闘,/assets/images/card_images/large/SV3a/044099_P_FUKAMARU.jpg,70,,,,SV3a
44100,ガバイト,闘,/assets/images/card_images/large/SV3a/044100_P_GABAITO.jpg,100,,,,SV3a
44101,フーパex,闘,/assets/images/card_images/large/SV3a/044101_P_FUPAEX.jpg,220,,,,SV3a
44102,メテノ,闘,/assets/images/card_images/large/SV3a/044102_P_METENO.jpg,70,ぶっとびメテオ,自分の番に、このポケモンがベンチにいるなら、自分の手札からエネルギーをこのポケモンにつけるたび、1回使える。このポケモンをバトルポケモンと入れ替える。,,SV3a
44103,ガケガニ,闘,/assets/images/card_images/large/SV3a/044103_P_GAKEGANI.jpg,120,,,,SV3a
44104,カラミンゴ,闘,/assets/images/card_images/large/SV3a/044104_P_KARAMINGO.jpg,110,,,,SV3a
44105,ゴース,悪,/assets/images/card_images/large/SV3a/044105_P_GOSU.jpg,50,,,,SV3a
44106,ゴースト,悪,/assets/images/card_images/large/SV3a/044106_P_GOSUTO.jpg,80,,,,SV3a
44107,ゲンガー,悪,/assets/images/card_images/large/SV3a/044107_P_GENGA.jpg,130,ナイトゲート,自分の番に1回使える。自分のバトルポケモンをベンチポケモンと入れ替える。,,SV3a
44108,アブソル,悪,/assets/images/card_images/large/SV3a/044108_P_ABUSORU.jpg,100,,,,SV3a
44109,ズルッグ,悪,/assets/images/card_images/large/SV3a/044109_P_ZURUGGU.jpg,70,,,,SV3a
44110,ズルズキン,悪,/assets/images/card_images/large/SV3a/044110_P_ZURUZUKIN.jpg,120,,,,SV3a
44111,イベルタル,悪,/assets/images/card_images/large/SV3a/044111_P_IBERUTARU.jpg,130,,,,SV3a
44112,クスネ,悪,/assets/images/card_images/large/SV3a/044112_P_KUSUNE.jpg,70,,,,SV3a
44113,フォクスライ,悪,/assets/images/card_images/large/SV3a/044113_P_FUOKUSURAI.jpg,110,ひったくり,自分の番に、このカードを手札から出して進化させたとき、1回使える。相手の手札を見て、その中からエネルギーを2枚選び、相手の山札にもどして切る。,,SV3a
44114,ジラーチ,鋼,/assets/images/card_images/large/SV3a/044114_P_JIRACHI.jpg,70,ステラヴェール,このポケモンがいるかぎり、自分のベンチポケモン全員は、相手のたねポケモンが使うワザの効果で、ダメカンがのらない。,,SV3a
44115,テッシード,鋼,/assets/images/card_images/large/SV3a/044115_P_TESSHIDO.jpg,70,,,,SV3a
44116,ナットレイ,鋼,/assets/images/card_images/large/SV3a/044116_P_NATTOREI.jpg,140,かたいからだ,このポケモンが受けるワザのダメージは「-30」される。,,SV3a
44117,ヒトツキ,鋼,/assets/images/card_images/large/SV3a/044117_P_HITOTSUKI.jpg,60,,,,SV3a
44118,ニダンギル,鋼,/assets/images/card_images/large/SV3a/044118_P_NIDANGIRU.jpg,90,,,,SV3a
44119,ギルガルド,鋼,/assets/images/card_images/large/SV3a/044119_P_GIRUGARUDO.jpg,150,しんぴのたて,このポケモンは、相手の「ポケモンex・V」からワザのダメージを受けない。,,SV3a
44120,ザシアン,鋼,/assets/images/card_images/large/SV3a/044120_P_ZASHIAN.jpg,120,,,,SV3a
44121,ミミズズ,鋼,/assets/images/card_images/large/SV3a/044121_P_MIMIZUZU.jpg,140,,,,SV3a
44122,サーフゴーex,鋼,/assets/images/card_images/large/SV3a/044122_P_SAFUGOEX.jpg,260,ボーナスコイン,自分の番に1回使える。自分の山札を1枚引く。このポケモンがバトル場にいるなら、さらに1枚引く。,,SV3a
44123,オトシドリex,無,/assets/images/card_images/large/SV3a/044123_P_OTOSHIDORIEX.jpg,200,,,,SV3a
44124,モトトカゲ,無,/assets/images/card_images/large/SV3a/044124_P_MOTOTOKAGE.jpg,120,,,,SV3a
44379,ユキワラシ,水,/assets/images/card_images/large/SV3a/044379_P_YUKIWARASHI.jpg,60,,,,SV3a
44380,タマンタ,水,/assets/images/card_images/large/SV3a/044380_P_TAMANTA.jpg,30,,,,SV3a
44381,プラスル,雷,/assets/images/card_images/large/SV3a/044381_P_PURASURU.jpg,70,,,,SV3a
